SalePrice,id
120129.31638285203,1461
153008.78931274876,1462
181999.67177216848,1463
195952.28499780284,1464
197477.7032122035,1465
171222.79686163223,1466
178212.06857705928,1467
161123.56528457583,1468
193898.42022121898,1469
119925.534477306,1470
189952.623790583,1471
97385.89877839477,1472
96173.54601725205,1473
146413.7626930895,1474
113408.40023227464,1475
363559.0685025456,1476
250762.12819425666,1477
294599.09559145477,1478
299293.44565708295,1479
474977.72866128816,1480
325368.69135204796,1481
210850.50276419765,1482
177057.7675850431,1483
162710.8451215373,1484
191473.8163283087,1485
193107.85630871588,1486
339866.0295461031,1487
238341.40563298418,1488
193749.49101752642,1489
231349.00344699912,1490
195043.96090914906,1491
92756.67611514167,1492
189749.58843921273,1493
299951.29334589146,1494
293285.5911212213,1495
235701.96234904407,1496
179388.2743013599,1497
167787.27829460753,1498
162374.42494971008,1499
152697.89604814677,1500
174507.64199408924,1501
145503.6506212224,1502
290290.3870962354,1503
242518.963486716,1504
225593.85017791748,1505
188193.22519878796,1506
245834.5514780446,1507
202873.8105802656,1508
163898.0469976308,1509
143480.43843618804,1510
148092.67300571027,1511
175334.25764609524,1512
152363.3936249807,1513
155109.78084422945,1514
197374.46850365453,1515
157898.11081760898,1516
168347.74792537472,1517
132466.49684443185,1518
209170.37221044602,1519
127540.30850578858,1520
130083.43999928552,1521
178496.09289894567,1522
110130.44909133477,1523
125686.48217263781,1524
120266.16231472132,1525
113488.37444080893,1526
107566.0846571082,1527
137378.38934699498,1528
149722.52202127757,1529
184338.31192067487,1530
105988.75185360089,1531
98505.55209054313,1532
142816.38267748803,1533
127215.23655111817,1534
147673.86296000832,1535
106379.05704344086,1536
64977.60745300001,1537
147236.97205496248,1538
191933.6091563558,1539
94263.48389404154,1540
138707.1051419694,1541
139649.16783362327,1542
189700.66251999213,1543
85067.9850438381,1544
115257.94054333334,1545
135137.94797926565,1546
127884.17061106066,1547
138708.27871356055,1548
119838.52411651284,1549
135618.0232182609,1550
108885.03106547272,1551
136390.89906477102,1552
148289.76477491978,1553
116891.79147110373,1554
160376.90131114103,1555
85485.21858199128,1556
105780.81386395861,1557
97580.45125685359,1558
63552.80318317346,1559
134335.23100407387,1560
129372.76495233337,1561
130057.27797173745,1562
117918.52381134832,1563
155071.55198099796,1564
150955.3017325724,1565
237772.53074719856,1566
76404.05549832858,1567
230818.44131562527,1568
127780.26853477299,1569
139167.47218511655,1570
123247.99628658096,1571
142090.06900251668,1572
236848.78703014084,1573
118411.16056848996,1574
228294.67089371267,1575
241692.71437702113,1576
182201.70496060743,1577
148720.25131924936,1578
144283.67460412034,1579
196843.8694239312,1580
153037.43531194574,1581
125687.56299674758,1582
295889.0508812975,1583
216154.0872743593,1584
136126.48547946184,1585
67143.71165501358,1586
104989.74609257655,1587
151179.16829745108,1588
96656.18719289299,1589
133891.40280903352,1590
92120.81366992684,1591
114189.8578127997,1592
127669.16813535168,1593
123646.96546166201,1594
107500.42835079701,1595
222575.5066236559,1596
193546.990440399,1597
227982.7033166628,1598
172655.92887205476,1599
162810.2697234949,1600
68670.55669450265,1601
117135.34213046772,1602
71358.11761283732,1603
260213.84074000438,1604
243774.0913326857,1605
168701.8701135877,1606
173316.4646984689,1607
214613.92027023682,1608
185339.30648893566,1609
150446.78083309554,1610
138184.64668148366,1611
170111.54462348737,1612
161412.03068661544,1613
128011.18176654437,1614
93618.23075704864,1615
77864.51966472293,1616
95346.84585714205,1617
124769.01112066275,1618
140093.18890817097,1619
152267.55072114116,1620
138619.27573653354,1621
141655.7471006422,1622
261268.1000132343,1623
209360.69420740515,1624
120859.53691300047,1625
170452.5490350094,1626
190582.15034070003,1627
280021.09485138324,1628
184313.188638687,1629
345037.3742923682,1630
230401.94780487774,1631
244459.26090129805,1632
174440.99603746395,1633
185156.26676201163,1634
176706.74839735383,1635
152578.3429814017,1636
199100.54587703652,1637
181426.71434846788,1638
190515.84547789808,1639
250882.9260563165,1640
183790.8824575022,1641
237825.68560509488,1642
216168.54511921693,1643
232651.5564683586,1644
196243.3883273264,1645
158437.26408653543,1646
162485.07393802618,1647
130092.80997566262,1648
138945.29758464996,1649
114357.9575302981,1650
120810.78307246102,1651
97580.94236973522,1652
99581.89276235177,1653
145872.11302769283,1654
138767.47796651247,1655
140735.69854073384,1656
147519.48764329674,1657
142980.17566041247,1658
119989.07625446953,1659
155445.67532750277,1660
419298.62808866607,1661
409960.16447416716,1662
380156.93196917453,1663
405317.0267252365,1664
304524.5279406019,1665
332727.80039300356,1666
378054.47774956364,1667
345331.79980074207,1668
314023.81566501217,1669
355979.9717373756,1670
257720.4358198642,1671
422106.3356117003,1672
290130.4555888001,1673
241744.74271188,1674
191549.8975196841,1675
190618.3453557122,1676
217118.76686261484,1677
438373.3817100808,1678
384877.2593287709,1679
328430.56206946785,1680
251804.62614685172,1681
320551.6949673305,1682
180758.15710322734,1683
177031.50592298622,1684
175707.92349911158,1685
167858.3650696046,1686
174089.09740325244,1687
189156.0987227405,1688
196665.9324505544,1689
199987.54270210682,1690
186979.3112098859,1691
270939.6995971978,1692
170797.65391402604,1693
184650.3151745898,1694
169535.54770651477,1695
273139.3075700048,1696
174714.3027565062,1697
356328.72433607455,1698
310821.244226594,1699
250690.61080841834,1700
275275.76552336855,1701
239339.262622583,1702
242622.78779001473,1703
274618.4615428627,1704
240254.72589821654,1705
351918.58074919344,1706
213223.89261894737,1707
200166.4862653449,1708
272020.5599658451,1709
217809.24435683925,1710
271321.5062671852,1711
257725.6394082395,1712
275776.6887206798,1713
221973.24773980916,1714
208302.04478899777,1715
184707.9257707722,1716
178302.81991770933,1717
136842.92629511486,1718
208628.25938534728,1719
245426.44968563583,1720
166354.44160623205,1721
127172.5292693056,1722
155390.5140189215,1723
204903.54440444332,1724
236352.28254240242,1725
184387.6708924839,1726
150056.6338120267,1727
177684.49382152368,1728
167523.1933640297,1729
159384.82491728713,1730
121720.38717745735,1731
125576.66575250441,1732
114362.07554234363,1733
120517.87605578027,1734
126408.52857944214,1735
109538.27548436887,1736
300626.0142326812,1737
245427.90980908216,1738
244841.06712087576,1739
205655.21277453259,1740
186161.2012545503,1741
172304.63340812514,1742
179672.25082832138,1743
309047.63011209585,1744
218225.19329284315,1745
187923.1721569697,1746
216429.65398499573,1747
216340.3373839522,1748
143793.24088894995,1749
125301.22798789339,1750
250193.1435772964,1751
116708.20354765073,1752
150776.58143069263,1753
197324.75758786293,1754
163244.20339959365,1755
125232.62671663889,1756
120874.81093065959,1757
146173.97528410942,1758
162914.81203525094,1759
165864.8592361365,1760
145371.6881276242,1761
178226.21154473827,1762
186586.11649935105,1763
114040.63394846831,1764
162901.68742841476,1765
189156.81595542427,1766
221057.0622017573,1767
141194.72600068,1768
176359.54342827672,1769
152452.0493851006,1770
126120.31772082669,1771
129969.54891021109,1772
128605.38972473016,1773
140659.85084972426,1774
141933.40904825105,1775
129414.13031068059,1776
108882.79690210539,1777
138695.80415989977,1778
117226.33401048505,1779
181779.59824793402,1780
127000.85743430896,1781
87811.76584945578,1782
141429.45751269802,1783
106688.54341016042,1784
124913.87717866992,1785
143039.07003650634,1786
166335.06235727656,1787
59761.72706270954,1788
100343.99352158888,1789
77853.6790180149,1790
179312.72226682084,1791
157557.83247525932,1792
129183.18351400136,1793
154077.2100886159,1794
133174.70342407894,1795
132423.87430412433,1796
114687.15140915605,1797
121971.34263340123,1798
110452.68063832355,1799
133045.85986862757,1800
125280.06022123371,1801
145466.238354169,1802
149797.0738098813,1803
136516.7219827131,1804
137478.25272870963,1805
123426.69188716768,1806
138741.1138748718,1807
127472.4228825755,1808
122748.89597305695,1809
140454.9676491876,1810
94718.03516925311,1811
97154.81147305826,1812
122499.18352032063,1813
95240.08373775144,1814
53868.59904383374,1815
97675.2119126006,1816
104381.6865525273,1817
140412.1607589688,1818
126472.34537546727,1819
50723.16507187477,1820
118130.69890177331,1821
151309.0835060927,1822
43011.87633476221,1823
129940.52615292506,1824
138362.70349963807,1825
103623.1564850803,1826
102392.64939761959,1827
136571.82805482985,1828
126078.73993938205,1829
136469.08698871537,1830
148754.86013989412,1831
74802.07394957606,1832
142185.4120807331,1833
117805.93148961737,1834
120672.87487352581,1835
124286.23885388704,1836
86656.08296820361,1837
121411.23652274751,1838
96384.34722040744,1839
143454.84326238657,1840
133963.5490951538,1841
88487.73732532347,1842
128038.84663120318,1843
144936.30903128497,1844
143189.581281606,1845
156253.39946813608,1846
165843.6793590341,1847
53223.96275860943,1848
113446.62337609957,1849
116939.78290887867,1850
151783.30155443173,1851
126135.22361449276,1852
121035.30694303403,1853
165757.49039301922,1854
148718.63545471488,1855
224095.00956430892,1856
135751.34081484383,1857
136444.44828439207,1858
122454.48786338167,1859
145342.80348235084,1860
121929.57641153115,1861
326869.00035889447,1862
307301.9865894017,1863
307371.16585507325,1864
343074.0469616847,1865
330872.59622933675,1866
231591.3593194967,1867
287204.0957522886,1868
201557.65521169404,1869
227403.3373426335,1870
259654.87305039956,1871
174467.04913612438,1872
234655.95654423925,1873
153629.38123424523,1874
198821.46422626017,1875
197421.95811124463,1876
209802.6534383418,1877
207665.70501403176,1878
128498.96461174477,1879
133594.01568779175,1880
243445.30958254277,1881
244449.62815529705,1882
186531.47723715604,1883
202823.44839088057,1884
244213.3408823927,1885
292145.1313271494,1886
212423.35184408404,1887
271827.93186972494,1888
164888.70062713616,1889
113625.05243901159,1890
136009.0278826183,1891
97864.7468523747,1892
124555.19920721192,1893
123045.90563835135,1894
133751.54567794356,1895
127824.11801786676,1896
115878.39105081982,1897
109615.70378230618,1898
163261.03405017103,1899
157194.9619750068,1900
169714.57842414104,1901
152782.413985806,1902
219290.7125140506,1903
147211.86484870134,1904
199977.65765677622,1905
156683.27529982443,1906
206278.25886304353,1907
110777.70263008185,1908
132735.3224143685,1909
119828.41347254004,1910
222345.5159093426,1911
333727.15415972524,1912
142599.7216658807,1913
53730.04028809802,1914
295934.6143424626,1915
65288.57078663489,1916
252349.37571590758,1917
140879.73610157473,1918
176481.71011793776,1919
154334.46978230847,1920
383149.3557896155,1921
322157.28126497474,1922
231975.65265142662,1923
215778.88768843396,1924
196192.23075894098,1925
369725.0697043836,1926
133549.23593721248,1927
158452.19607356313,1928
124883.42616545327,1929
134164.09021765093,1930
142418.7046017754,1931
141392.3582645792,1932
183723.7011109597,1933
182695.87144094176,1934
170053.9383201937,1935
194877.84151805655,1936
185532.50551346963,1937
170208.58291634044,1938
242256.70266094327,1939
192870.08664690703,1940
170268.75280551086,1941
185377.63902344165,1942
213087.1610760785,1943
368629.5018273513,1944
397822.1872552319,1945
130646.3195471616,1946
271679.1190984503,1947
170677.35345034167,1948
246613.97059317355,1949
191150.93865968872,1950
243959.2069698245,1951
206072.96893977217,1952
164440.60862563166,1953
183072.34532951372,1954
136255.98736746455,1955
298870.5071956768,1956
151598.03779822105,1957
301532.2695666592,1958
144156.33708564093,1959
115542.25559967785,1960
120199.74349106384,1961
98319.64292162078,1962
105425.76919453515,1963
106746.84302881667,1964
140441.86797768317,1965
139844.03523402213,1966
291057.09999061935,1967
416499.50242220133,1968
389962.4341908136,1969
412184.26000917156,1970
459320.0848158377,1971
382440.1009624626,1972
265658.11884290376,1973
336640.7757242454,1974
451298.37752314727,1975
275881.0666370545,1976
353350.3450037718,1977
349057.9340260939,1978
327559.78653991385,1979
203030.10619168446,1980
342075.45750164357,1981
219430.49435247958,1982
206115.561115856,1983
170098.53766224626,1984
224159.054904751,1985
208863.93602940917,1986
183712.72600784944,1987
174969.1067790558,1988
191969.87586980098,1989
208014.24624897575,1990
228687.78039084197,1991
214478.2559936431,1992
168358.76364712435,1993
231053.99425917034,1994
184816.39081179927,1995
250833.37808172582,1996
318605.707974995,1997
318952.9537224052,1998
280109.3405899555,1999
319515.8432388336,2000
272992.7434740578,2001
242461.153129148,2002
256565.75331706734,2003
277959.30429697735,2004
227255.20877432683,2005
222510.22078457862,2006
251286.63488800955,2007
214291.61530548183,2008
195726.19449014595,2009
197863.91390406684,2010
145152.15459785768,2011
176139.50059219767,2012
178351.1314985582,2013
183255.86626684695,2014
208887.63508912473,2015
190152.25703256766,2016
193439.7709486979,2017
118028.58977966619,2018
132401.02226916165,2019
103784.38178133091,2020
103231.5283778535,2021
182828.03074478178,2022
143338.4075977881,2023
269263.5276204846,2024
351625.77853352984,2025
174816.03938659292,2026
158413.1019160906,2027
155063.04312732606,2028
168534.22704214486,2029
266156.5055777242,2030
232419.00526041607,2031
254280.3854705501,2032
257563.13924807488,2033
173692.11349346023,2034
219480.8078797504,2035
202331.8658223676,2036
209050.10075087982,2037
320653.2804489642,2038
232605.53460850683,2039
270626.4826778406,2040
298336.78498564335,2041
206730.52895822222,2042
174357.33478309345,2043
175465.78560866066,2044
215006.2834890428,2045
146405.399854184,2046
146747.0853045053,2047
141800.1352311322,2048
143956.77846650878,2049
179818.67025002296,2050
105213.82937593633,2051
124481.22598687901,2052
148698.51543949964,2053
87400.90387220861,2054
159290.2934817318,2055
148708.24767973533,2056
112574.58172160346,2057
216575.77865792986,2058
132760.24245592003,2059
172989.8390716132,2060
176843.64454791564,2061
128633.61981372608,2062
116540.76036661844,2063
137857.61940340308,2064
119041.14601605915,2065
164752.51236619434,2066
113710.07881365767,2067
149311.66677545942,2068
87970.37149648876,2069
117793.00785724964,2070
94293.15530335836,2071
136649.00976217334,2072
133419.93843518983,2073
188189.67190540594,2074
151090.16884827055,2075
120491.27525076103,2076
151814.34953602037,2077
125712.59900817295,2078
134778.3386523976,2079
116998.36199693596,2080
128855.29640424022,2081
123601.91094099484,2082
149603.44946726912,2083
109048.91589120668,2084
114648.4395000385,2085
116682.58379486813,2086
