Id,SalePrice
1461,119032.72120588794
1462,159487.37997769742
1463,181829.19015409445
1464,196022.32882076578
1465,194762.29605050076
1466,171452.4576461483
1467,175413.7359274132
1468,163809.59296449347
1469,191745.6159660732
1470,121014.63898853332
1471,187666.554962472
1472,98058.9566151539
1473,97395.15084123968
1474,146454.0433013722
1475,109722.62579911243
1476,365073.56379165687
1477,257634.13317172663
1478,288652.18408305006
1479,287972.3969756516
1480,493290.5340934721
1481,340593.4539716586
1482,219679.97354317596
1483,178462.4781418556
1484,159416.7028243001
1485,186382.68009159816
1486,194404.36930955562
1487,335817.3494809495
1488,238395.68403594996
1489,192284.72499546045
1490,240422.95283726946
1491,192440.4360688729
1492,93261.42852626974
1493,177768.56533340615
1494,295229.47446756787
1495,294794.8293981601
1496,232789.59827058128
1497,177000.7302246882
1498,163332.93789095173
1499,158082.8010548833
1500,155092.42008864993
1501,176549.9286331555
1502,144381.22111763546
1503,281911.79786399746
1504,241680.43714012156
1505,227276.84787149917
1506,195518.41240704386
1507,246655.7273796762
1508,196198.29481925015
1509,162468.2170194112
1510,143240.00907063336
1511,148705.52956537122
1512,177302.6990294002
1513,142705.98995934206
1514,151343.96628539724
1515,193025.26398557093
1516,149361.40313758957
1517,170380.0191469837
1518,132658.30031682117
1519,212217.0428181714
1520,131069.00361243547
1521,131259.8205409348
1522,178071.67927261555
1523,112092.0131212648
1524,127123.73782220886
1525,120263.88759244967
1526,111029.81452961269
1527,107078.41215451274
1528,141795.1816247596
1529,150390.67516170882
1530,185049.00552942939
1531,106818.60159604327
1532,97890.72302600378
1533,151522.86664642295
1534,123099.1590977137
1535,153254.4194907134
1536,105513.09717261179
1537,61497.198788788904
1538,149767.410514174
1539,196906.30836030835
1540,91231.2863915591
1541,142955.19943084253
1542,140342.7103907785
1543,189961.06220970108
1544,87410.44891920083
1545,113423.81379041093
1546,130737.69772250079
1547,129964.86255912267
1548,135520.2461476441
1549,118010.09546158275
1550,129568.77951589547
1551,111414.9400776917
1552,135563.72378162894
1553,151209.53583275236
1554,118638.92525868402
1555,168777.9774628367
1556,84296.32777737474
1557,103598.70720053106
1558,98362.37863503284
1559,75714.46284120138
1560,126521.52467900235
1561,122460.72869091599
1562,126489.82853698805
1563,118965.04586413536
1564,160315.793340775
1565,143977.1226917065
1566,246375.63214038225
1567,74753.9194384802
1568,234801.3654190748
1569,129523.1666204253
1570,142926.77653459035
1571,125907.04787062967
1572,148302.16628136233
1573,246423.8033228499
1574,120752.34513771463
1575,231382.07242213754
1576,240816.7123313977
1577,178742.47516192577
1578,139722.75513627194
1579,149304.06514743372
1580,193156.66000105746
1581,156218.01710367115
1582,121730.46765967335
1583,300110.8638659926
1584,218131.81766541023
1585,136629.24047977605
1586,66997.0231436144
1587,102611.21946220391
1588,155549.05662279256
1589,96779.05282695938
1590,134931.7467709079
1591,96373.45167917814
1592,114261.87456271016
1593,120212.34300122761
1594,118966.68166632927
1595,106794.14776065458
1596,221722.25171590253
1597,192897.14801214146
1598,222285.9783564088
1599,163969.62255669464
1600,157749.81768614773
1601,64896.12772294277
1602,109934.16082489492
1603,82598.03646255555
1604,271337.26222238265
1605,240721.88257362714
1606,173084.54351118844
1607,175693.41168804868
1608,214740.75119188617
1609,183189.60715109433
1610,156482.80620951936
1611,140677.67221414245
1612,169319.82220932166
1613,166285.235348981
1614,125383.90236345973
1615,94934.63573390707
1616,80685.2409280802
1617,92214.08379872014
1618,123626.5138891827
1619,138772.52406151438
1620,156715.34972199338
1621,141097.01780291015
1622,142651.74797906165
1623,268141.6557284192
1624,214016.94773117665
1625,116162.0564441731
1626,168718.85399255622
1627,194136.59902836505
1628,271527.2171307789
1629,176157.62612861433
1630,361773.6379468243
1631,230098.2149191662
1632,246694.69686294332
1633,170922.12241277218
1634,185000.23985272992
1635,174843.0448047861
1636,150764.3506259972
1637,196497.7619552886
1638,182913.7954821195
1639,179877.36828613657
1640,254034.65974696996
1641,183530.05570373862
1642,238910.30846226035
1643,217644.42484718308
1644,234414.5508939322
1645,206450.60299125378
1646,159711.9098459774
1647,157683.9890706166
1648,128358.66846644598
1649,142400.92974160577
1650,110974.52145039264
1651,120727.40049888901
1652,100122.99701498881
1653,102213.93362827014
1654,141780.0024284096
1655,134431.38723678765
1656,139856.24347409356
1657,144922.17556509565
1658,141326.12842927288
1659,112709.52968796108
1660,148815.96042840817
1661,448363.0364469721
1662,402975.10383265914
1663,380996.79018450365
1664,523318.77302032075
1665,302862.9502040283
1666,343159.78636174806
1667,386770.2810917485
1668,339462.45241329185
1669,301674.4334199509
1670,351164.56008360826
1671,274588.082925585
1672,438991.342354098
1673,295622.28245067596
1674,249237.1613012818
1675,202795.52108796962
1676,202912.02929760207
1677,229600.5104258077
1678,457150.1663058356
1679,404385.99501386686
1680,337218.6203772551
1681,245886.7460383447
1682,318281.66287871124
1683,191739.62098272349
1684,177913.22084775937
1685,174449.51356290016
1686,166063.9217172788
1687,169636.3316713909
1688,187258.72198826593
1689,194894.5272448278
1690,197172.9551605259
1691,186383.3421191408
1692,258913.79775077908
1693,171177.0254723612
1694,183839.01231339626
1695,162156.56977898587
1696,267977.4561871658
1697,169226.64543836325
1698,349903.64927575766
1699,313284.9686875144
1700,258735.54569319327
1701,276453.15685671667
1702,250549.37715062627
1703,248856.09656407125
1704,286542.2343104037
1705,244370.99720606048
1706,448028.72328977135
1707,210137.9684614934
1708,202815.83421018737
1709,258209.49588705518
1710,216121.68821306285
1711,266482.75680627563
1712,254613.9573929055
1713,269880.56391190377
1714,224985.2042833566
1715,207008.8649940587
1716,178947.02591613273
1717,174362.68891879247
1718,133794.96834849022
1719,205221.30213164884
1720,228185.4240809202
1721,166369.50553611736
1722,128062.56585766336
1723,158634.6736749529
1724,193586.75520201333
1725,231120.00682197174
1726,183744.35227489242
1727,150278.27362475192
1728,177713.5522561691
1729,164203.60970375247
1730,157323.098038081
1731,117644.54759608231
1732,122381.19653304949
1733,110944.1403596577
1734,117801.67015373468
1735,128795.86119911913
1736,105335.49039272328
1737,302173.09665401967
1738,258552.9191885337
1739,235647.26280991553
1740,213927.37525717617
1741,185148.891989278
1742,171301.92463187393
1743,178152.72650441015
1744,314193.0498262715
1745,217381.34065273803
1746,184674.2313226223
1747,216871.8233475827
1748,219920.1396902819
1749,144187.8860351558
1750,127625.4221220196
1751,249333.06843585914
1752,114810.87476728878
1753,149999.62010421936
1754,191972.59462788783
1755,164654.9970446446
1756,126744.06241536824
1757,119381.53216318795
1758,147626.70153123676
1759,162790.36108434104
1760,162961.62339713972
1761,145162.80847916834
1762,172990.14744168232
1763,181590.6531798658
1764,113989.33805899692
1765,177921.56155540378
1766,188639.5692818899
1767,223982.46020350847
1768,144012.06030306086
1769,170785.47748706324
1770,153286.3682938609
1771,118337.79810027599
1772,135405.90462392438
1773,123360.07234736317
1774,143888.7899846104
1775,142898.34962001359
1776,127151.52939342703
1777,104773.08005481625
1778,143239.9957029862
1779,117485.43089412339
1780,181205.12201209695
1781,128286.61840902163
1782,83103.42198321955
1783,143902.55399480692
1784,107841.17886689733
1785,124203.01296838408
