Id,SalePrice
1461,118420.46391212991
1462,159359.33180551263
1463,181837.6566682856
1464,196229.16347306714
1465,195207.02658690172
1466,171502.77752405158
1467,175629.67719222434
1468,163745.84090674212
1469,192036.26800281304
1470,120642.93168549679
1471,187705.25569526159
1472,98034.87903100564
1473,97400.66214464164
1474,146518.90476467725
1475,109422.10075141501
1476,363946.91805730225
1477,257007.77611302485
1478,289413.4961307119
1479,288524.0683034017
1480,493293.2652916071
1481,340061.47026055283
1482,219920.93861422688
1483,178600.19085795546
1484,159166.3668337085
1485,186800.77521340048
1486,194504.11929838985
1487,334721.8896201138
1488,238824.21474916828
1489,191712.61707568695
1490,240511.14067247938
1491,192555.20547706573
1492,93227.32480413977
1493,177637.06303255152
1494,295076.73850799754
1495,295608.49626429926
1496,232295.72034357864
1497,176933.12302814223
1498,162668.21156201183
1499,158229.58851006933
1500,155128.16178628066
1501,176382.4178399489
1502,144706.74446760895
1503,281365.9890456059
1504,241547.07712497443
1505,227058.74089664788
1506,195767.46594729487
1507,246926.90768230558
1508,196415.6797622467
1509,162505.9472670023
1510,143123.76156043776
1511,148517.9154027579
1512,177348.51407379025
1513,142775.5380908854
1514,151399.46177318957
1515,193042.8000220961
1516,149455.06953286353
1517,170774.26793913994
1518,132738.391773967
1519,211249.38592509172
1520,130754.02250357003
1521,131030.26609085398
1522,178533.99450093458
1523,111753.02899230634
1524,127020.27230500827
1525,120117.48299856606
1526,111125.72375112821
1527,107177.0382409213
1528,142081.21804199033
1529,150067.6546972945
1530,185421.50722268896
1531,106865.95088237949
1532,98093.39336157798
1533,152040.7544229663
1534,123148.45615798017
1535,152995.65494765466
1536,105860.77689278172
1537,61715.18809695388
1538,149614.7004884497
1539,197418.76558099102
1540,91488.03628866961
1541,142734.46172023367
1542,140550.98913735055
1543,189315.60820488722
1544,87400.5048015201
1545,113747.50780488555
1546,130856.85885689275
1547,129785.12924149615
1548,135782.8531797132
1549,118134.87196732781
1550,129746.53919028371
1551,111432.43007672801
1552,135449.701859818
1553,150806.5741981561
1554,118824.35168506851
1555,168732.124699061
1556,83840.62444284375
1557,103818.4794235478
1558,98219.38773032729
1559,75548.66563306718
1560,126766.2850489821
1561,122652.23565078028
1562,126449.54597842072
1563,118717.92203878872
1564,160277.97585462852
1565,143944.03250462541
1566,246347.82579206923
1567,74850.48320133684
1568,234731.95965630442
1569,129239.69433429389
1570,142878.00170412182
1571,126183.65266545455
1572,148233.15404401458
1573,245888.5827700875
1574,121199.4450953377
1575,232018.7241412062
1576,241368.54588728168
1577,178096.298466035
1578,139940.82814890787
1579,149470.00467094238
1580,193292.87791784728
1581,156507.3000071921
1582,121710.23156185563
1583,299724.8866406406
1584,217954.40597584657
1585,136390.5666998728
1586,66812.42512748472
1587,102512.11957385177
1588,155287.2787020281
1589,96597.0008637759
1590,135263.94172458834
1591,96444.75577218502
1592,114296.08942169452
1593,120115.34285805513
1594,118582.8485237981
1595,106590.48825098338
1596,221410.6075986886
1597,192424.94697771335
1598,222915.9791100393
1599,163871.11739273003
1600,157676.73341193292
1601,64822.091035635545
1602,110105.49922659127
1603,82686.05924153865
1604,271335.9192812882
1605,240991.08844654073
1606,173190.7580384826
1607,176343.13543267635
1608,214977.5219770231
1609,182917.23929177437
1610,156286.5799262535
1611,140929.91663297146
1612,169813.4248933459
1613,166505.10495302794
1614,125767.03791885028
1615,95210.70533654002
1616,80968.73205206676
1617,92546.10986247427
1618,123515.58215737308
1619,138357.66097671085
1620,156719.2417816876
1621,141178.2012713253
1622,142375.85555415563
1623,268065.8307972862
1624,214335.48748014378
1625,116174.46738843562
1626,169251.60018980602
1627,194122.55585893313
1628,271449.74382364325
1629,175916.41821593797
1630,361144.5900153333
1631,230074.4433107755
1632,246798.99050433605
1633,170727.67386201432
1634,184773.04893871746
1635,175026.426227014
1636,150605.25180745427
1637,196342.36062793445
1638,182887.73654836888
1639,180291.7865417942
1640,253463.78736742432
1641,183595.8235897286
1642,239177.68941752907
1643,217451.4467878507
1644,234239.06060371987
1645,206618.36359929145
1646,159915.81098786762
1647,157777.49104796932
1648,128236.55787530994
1649,142422.33154940247
1650,110832.6056851263
1651,120998.67953916173
1652,100198.33458390663
1653,102345.90499292364
1654,141766.33884451058
1655,133871.9944128966
1656,139684.3406074347
1657,144720.02579383913
1658,141383.83275488106
1659,112461.90298384757
1660,148752.8420129073
1661,447487.7165391257
1662,402386.10884496203
1663,380923.1224806564
1664,524197.3146219496
1665,302991.26504197513
1666,342969.09876930853
1667,385654.58971300744
1668,339516.8207764431
1669,302814.6710193733
1670,350598.7337924669
1671,274998.56384703075
1672,439397.2284522511
1673,295466.01144620473
1674,249020.42263754952
1675,203301.99785790825
1676,203373.74955156218
1677,229728.73754371383
1678,458550.29650637426
1679,404094.5931465763
1680,336551.453579605
1681,246466.2593217214
1682,318404.0751793351
1683,192145.96518081817
1684,178300.9470078123
1685,174456.40201758686
1686,165879.53831018475
1687,169612.70244089942
1688,187120.25863551244
1689,194736.32522702287
1690,197313.72641752142
1691,186538.60860098945
1692,258400.12058186764
1693,171214.03053527378
1694,183624.44100664218
1695,161948.00743351702
1696,267587.8207363737
1697,169152.3176621969
1698,349490.8618100125
1699,312497.8007300706
1700,258484.9289623891
1701,276908.54792683397
1702,250134.62985128255
1703,248758.67596386318
1704,286852.04234208947
1705,244558.6999084522
1706,447936.85006919975
1707,209545.15362996396
1708,202469.7792097753
1709,257859.61444800932
1710,216167.95211701898
1711,266622.2089308954
1712,254043.6056182092
1713,270033.1611041531
1714,224780.95238145688
1715,206875.59165243673
1716,179111.6611750121
1717,174356.84489773464
1718,134025.851612179
1719,205489.9065532904
1720,228041.38490840906
1721,166312.2875804553
1722,128230.08000119684
1723,158727.01667432685
1724,193745.87501015232
1725,230750.65865795212
1726,183871.89765323713
1727,150337.19981246832
1728,177484.3810651791
1729,164081.24990079345
1730,157294.05028416158
1731,117686.65436355662
1732,122007.24463477204
1733,110903.3905217348
1734,117687.16019587676
1735,128715.59433133437
1736,105042.26329135298
1737,301391.728758251
1738,259581.23215877305
1739,235051.05294131872
1740,214116.36903266737
1741,185169.8490512847
1742,171018.79820566563
1743,178135.76059979363
1744,314721.16042173345
1745,216567.93285906088
1746,184724.99324720935
1747,216708.48118154876
1748,220075.76877746923
1749,143879.5395516213
1750,127499.26920471952
1751,249590.4340492238
1752,114585.56518290075
1753,150340.8815536193
1754,192400.5378327407
1755,164792.23850834483
1756,126734.38274744229
1757,119338.8082795119
1758,147088.07451230442
1759,162921.85072701407
1760,162747.91746550304
1761,145649.99328100457
1762,173125.58901087436
1763,182311.82707911017
1764,113810.84277780815
1765,178010.95691530776
1766,189243.470107015
1767,225226.185789823
1768,143853.32851149284
1769,170947.03096195118
1770,153590.70138948917
1771,118339.96515319534
1772,135978.74118455584
1773,122991.81706831639
1774,144685.9334000625
1775,142586.0922896854
1776,127065.40323243605
1777,104610.8299235563
1778,143150.17495202966
1779,117474.78444294224
1780,181705.23120431136
1781,128398.72925388225
1782,83309.73034770062
1783,143633.64081949272
1784,107784.70564711782
1785,124562.01647175285
1786,133706.44261595255
1787,164677.94029552865
1788,58508.058227822316
1789,97736.2499603794
1790,77057.34106578272
1791,179584.32950338625
1792,162913.00132207182
1793,131942.2801912581
1794,152836.75296797545
1795,139446.61014074998
1796,126017.23311986266
1797,111212.22579004047
1798,119963.35024467575
1799,110236.79417358534
1800,130955.03778802654
1801,127526.42999595069
1802,132709.33431814174
1803,147922.42162551728
1804,140112.54450080096
1805,136354.78341913794
1806,129333.33076281787
1807,133422.98244077226
1808,126349.41061449908
1809,124806.77749370043
1810,137036.15706532518
1811,90181.95072703318
1812,98059.89862235214
1813,125510.7718405607
1814,89859.10093773273
1815,55179.5750424675
1816,101255.65716009066
1817,108420.3800404045
1818,151864.65916856093
1819,127479.75689709386
1820,61699.60746219046
1821,108439.17016684747
1822,147835.9446637553
1823,50234.132056841874
1824,127668.19896894982
1825,136613.4422569911
1826,104747.58379403867
1827,99317.5597585758
1828,134737.37792953756
1829,118137.1469335344
1830,146497.0323962939
1831,145811.857557067
1832,69760.25014197272
1833,137973.89048380402
1834,120607.28697194404
1835,124307.66988219791
1836,124693.348164067
1837,84640.29329770477
1838,130576.52395069494
1839,95215.24497053283
1840,145598.0984928728
1841,140821.0261091534
1842,90225.37042800544
1843,124490.04898970369
1844,134501.7652098234
1845,140827.2885524249
1846,148825.37430070562
1847,169949.36311446995
1848,51177.525328427444
1849,109620.38635721777
1850,118006.80098553916
1851,160717.48661994337
1852,121428.36573327225
1853,125221.8739722381
